Season,Team,Lg,Salary
2016-17,Milwaukee Bucks,NBA,"$2,568,600"
2017-18,Milwaukee Bucks,NBA,"$2,684,160"
2018-19,Detroit Pistons,NBA,"$2,799,720"
2019-20,Detroit Pistons,NBA,"$3,569,643"
2020-21,Cleveland Cavaliers,NBA,"$309,355"
Career,(may be incomplete),,"$11,931,478"
