Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2016-17,19,MIL,NBA,C,57.0,34.0,562.0,14.0,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2.0,0.0,
2017-18,20,MIL,NBA,C,74.0,12.0,1238.0,10.2,0.499,0.329,0.294,7.1,14.1,10.6,5.2,1.5,3.7,11.0,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5,
2018-19,21,2TM,NBA,PF,64.0,5.0,972.0,11.3,0.53,0.571,0.313,4.5,17.4,11.0,6.3,1.0,4.4,9.8,14.8,0.5,1.5,2.0,0.099,-2.2,1.0,-1.2,0.2,
2018-19,21,MIL,NBA,C,35.0,0.0,409.0,12.9,0.546,0.582,0.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.3,1.3,0.0,0.2,
2018-19,21,DET,NBA,PF,29.0,5.0,563.0,10.2,0.514,0.56,0.351,4.5,16.5,10.3,6.7,1.0,5.0,13.4,13.7,0.1,0.8,0.9,0.075,-2.9,0.8,-2.1,0.0,
2019-20,22,DET,NBA,C,60.0,14.0,776.0,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,
2020-21,23,CLE,NBA,C,8.0,0.0,76.0,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,263.0,65.0,3624.0,12.0,0.539,0.407,0.356,6.8,15.7,11.3,6.3,1.3,4.1,11.2,15.5,2.6,4.0,6.6,0.087,-2.3,0.2,-2.1,-0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,20.0,1130.0,12.0,0.539,0.407,0.356,6.8,15.7,11.3,6.3,1.3,4.1,11.2,15.5,0.8,1.3,2.1,0.087,-2.3,0.2,-2.1,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,166.0,46.0,2209.0,11.7,0.526,0.406,0.284,7.0,15.2,11.2,5.6,1.3,3.8,9.0,15.7,1.5,2.4,3.9,0.085,-2.3,-0.2,-2.5,-0.3,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,89.0,19.0,1339.0,12.3,0.555,0.425,0.48,6.4,16.7,11.4,7.5,1.3,4.5,14.8,15.1,0.8,1.6,2.4,0.087,-2.4,0.7,-1.7,0.1,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,8.0,0.0,76.0,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,
