Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,25,LAL,NBA,SF,2,0,13,16.5,37.1,0.444,0.0,8.2,0.0,16.5,28.8,0.571,0.444,0.0,0.0,8.2,12.4,20.6,4.1,0.0,0.0,0.0,8.2,33.0,110,109,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,13,16.5,37.1,0.444,0.0,8.2,0.0,16.5,28.8,0.571,0.444,0.0,0.0,8.2,12.4,20.6,4.1,0.0,0.0,0.0,8.2,33.0,110,109,
