"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2022-23,22,CLE,NBA,SF,5,2,75,0.478,14.0,0.435,0.391,0.043,0.0,0.0,0.565,0.7,0.667,1.0,,0.308,0.857,1.0,0.087,1,0.923,0.333,0,0,
2023-24,23,CLE,NBA,SF,12,7,263,0.357,14.5,0.5,0.357,0.129,0.014,0.0,0.5,0.457,0.56,0.222,0.0,0.257,0.875,1.0,0.029,2,0.343,0.25,2,0,
2024-25,24,CLE,NBA,SG,9,0,128,0.5,14.9,0.467,0.233,0.2,0.033,0.0,0.533,0.643,0.714,0.667,0.0,0.375,0.556,0.833,0.033,1,0.688,0.364,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,26,9,466,0.415,14.5,0.48,0.333,0.13,0.016,0.0,0.52,0.542,0.61,0.438,0.0,0.297,0.781,0.947,0.041,4,0.547,0.314,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,28,1470,0.415,14.5,0.48,0.333,0.13,0.016,0.0,0.52,0.542,0.61,0.438,0.0,0.297,0.781,0.947,0.041,13,0.547,0.314,6,0,
