Season,Team,Lg,Salary
2023-24,Memphis Grizzlies,NBA,"$1,991,428"
2023-24,Memphis Grizzlies,NBA,(TW)
2024-25,Memphis Grizzlies,NBA,"$1,891,857"
Career,(may be incomplete),,"$3,883,285"
