Season,Team,Lg,Salary
2014-15,Minnesota Timberwolves,NBA,"$5,510,640"
2015-16,Minnesota Timberwolves,NBA,"$5,758,680"
2016-17,Minnesota Timberwolves,NBA,"$6,006,600"
2017-18,Minnesota Timberwolves,NBA,"$7,574,322"
2018-19,Minnesota Timberwolves,NBA,"$25,467,250"
2019-20,Golden State Warriors,NBA,"$27,504,630"
2020-21,Golden State Warriors,NBA,"$29,542,010"
2021-22,Golden State Warriors,NBA,"$31,579,390"
2022-23,Golden State Warriors,NBA,"$33,616,770"
2023-24,Golden State Warriors,NBA,"$24,330,357"
2024-25,Miami Heat,NBA,"$26,276,786"
Career,(may be incomplete),,"$223,167,435"
