Season,Team,Lg,Salary
2014-15,Boston Celtics,NBA,"$3,283,320"
2015-16,Boston Celtics,NBA,"$3,431,040"
2016-17,Boston Celtics,NBA,"$3,578,880"
2017-18,Boston Celtics,NBA,"$4,538,020"
2018-19,Boston Celtics,NBA,"$11,660,716"
2019-20,Boston Celtics,NBA,"$11,768,879"
2020-21,Boston Celtics,NBA,"$13,446,428"
2021-22,Boston Celtics,NBA,"$13,839,285"
2022-23,Boston Celtics,NBA,"$17,457,142"
2023-24,Memphis Grizzlies,NBA,"$18,833,713"
2024-25,Washington Wizards,NBA,"$20,210,284"
Career,(may be incomplete),,"$122,047,707"
