Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,24,MIL,NBA,SG,6.0,6.0,183.0,4.3,10.8,0.4,2.0,4.1,0.476,2.4,6.7,0.353,0.491,0.0,0.0,,0.6,4.5,5.1,4.1,0.6,0.4,2.4,2.4,10.6,
2017-18,25,MIL,NBA,PG,7.0,5.0,186.0,4.6,10.6,0.436,1.0,3.7,0.263,3.7,7.0,0.528,0.482,1.5,1.9,0.8,0.6,4.1,4.6,3.3,0.2,0.0,2.3,2.7,11.8,
2018-19,26,MIL,NBA,SG,7.0,2.0,198.0,6.4,14.2,0.449,2.5,6.7,0.378,3.8,7.5,0.512,0.538,1.3,2.0,0.636,1.1,5.1,6.2,4.4,0.9,0.2,1.8,2.9,16.5,
2019-20,27,IND,NBA,PG,4.0,4.0,160.0,5.9,14.6,0.4,2.0,5.4,0.375,3.8,9.2,0.415,0.469,5.6,6.3,0.893,0.0,3.8,3.8,9.0,0.9,0.0,2.3,2.3,19.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,BOS,NBA,PG,19.0,0.0,474.0,6.2,14.9,0.418,2.5,6.6,0.379,3.7,8.3,0.45,0.503,2.2,2.7,0.829,1.0,4.0,5.0,4.2,0.2,0.4,1.4,2.2,17.2,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,43.0,17.0,1201.0,5.7,13.5,0.421,2.1,5.6,0.378,3.5,7.8,0.452,0.5,2.1,2.5,0.821,0.7,4.3,5.0,4.7,0.5,0.2,1.9,2.4,15.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,20.0,13.0,567.0,5.1,11.9,0.431,1.8,4.9,0.377,3.3,7.0,0.468,0.508,1.0,1.3,0.714,0.8,4.6,5.3,3.9,0.6,0.2,2.2,2.7,13.1,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,19.0,0.0,474.0,6.2,14.9,0.418,2.5,6.6,0.379,3.7,8.3,0.45,0.503,2.2,2.7,0.829,1.0,4.0,5.0,4.2,0.2,0.4,1.4,2.2,17.2,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,4.0,4.0,160.0,5.9,14.6,0.4,2.0,5.4,0.375,3.8,9.2,0.415,0.469,5.6,6.3,0.893,0.0,3.8,3.8,9.0,0.9,0.0,2.3,2.3,19.4,
