Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2013-14,19,MIL,NBA,SF,77,23,1897,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,ROY-7
2014-15,20,MIL,NBA,SG,81,71,2541,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4.0,6.2,0.117,-1.2,1.2,0.0,1.2,
2015-16,21,MIL,NBA,PG,80,79,2823,18.8,0.566,0.108,0.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,4.2,2.9,7.1,0.121,1.3,0.7,2.1,2.9,
2016-17,22,MIL,NBA,SF,80,80,2845,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,0.21,4.9,2.4,7.3,6.7,"MVP-7,MIP-1,AS,NBA2,DEF2"
2017-18,23,MIL,NBA,PF,75,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,"MVP-6,AS,NBA2"
2018-19,24,MIL,NBA,PF,72,72,2358,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,"MVP-1,DPOY-2,AS,NBA1,DEF1"
2019-20,25,MIL,NBA,PF,63,63,1917,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,"MVP-1,DPOY-1,AS,NBA1,DEF1"
2020-21,26,MIL,NBA,PF,61,61,2013,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9.0,5.6,"MVP-4,DPOY-5,AS,NBA1,DEF1"
2021-22,27,MIL,NBA,PF,67,67,2204,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,9.2,3.7,12.9,0.281,7.6,3.5,11.2,7.4,"MVP-3,DPOY-6,AS,NBA1,DEF1"
2022-23,28,MIL,NBA,PF,63,63,2024,29.0,0.605,0.134,0.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4,"MVP-3,DPOY-6,AS,NBA1"
2023-24,29,MIL,NBA,PF,73,73,2567,29.9,0.649,0.091,0.571,8.6,27.0,17.9,32.7,1.6,2.6,12.7,33.0,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,"MVP-4,DPOY-9,CPOY-12,AS,NBA1"
2024-25,30,MIL,NBA,PF,67,67,2289,30.5,0.625,0.048,0.536,7.3,29.7,19.0,36.0,1.2,3.2,11.2,35.2,7.8,3.7,11.5,0.241,6.9,2.5,9.5,6.6,"MVP-3,DPOY-8,AS,NBA1"
2025-26,31,MIL,NBA,PF,13,13,414,34.7,0.662,0.073,0.532,13.1,25.2,19.2,41.0,1.4,3.3,13.1,36.8,1.9,0.5,2.4,0.281,9.2,2.1,11.3,1.4,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,872,807,28648,26.0,0.612,0.138,0.522,6.4,25.9,16.4,26.8,1.7,3.3,13.3,29.9,77.9,45.3,123.2,0.206,4.6,2.2,6.8,63.8,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,76,2694,26.0,0.612,0.138,0.522,6.4,25.9,16.4,26.8,1.7,3.3,13.3,29.9,7.3,4.3,11.6,0.206,4.6,2.2,6.8,6.0,
