Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2010-11,19,MEM,NBA,SG,38.0,16.0,527.0,7.0,0.451,0.106,0.325,2.0,6.4,4.2,5.0,1.1,0.5,6.6,16.8,-0.1,0.3,0.2,0.021,-4.5,-0.8,-5.3,-0.4,
2011-12,20,NOH,NBA,SG,45.0,0.0,759.0,9.2,0.45,0.075,0.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,-0.4,0.7,0.2,0.015,-3.7,-0.3,-4.0,-0.4,
2012-13,21,NOH,NBA,SF,50.0,2.0,625.0,7.6,0.481,0.068,0.571,3.9,13.4,8.6,3.2,1.4,0.7,13.3,17.3,-0.2,0.2,0.0,0.002,-4.6,-1.2,-5.7,-0.6,
2013-14,22,LAL,NBA,SF,43.0,5.0,908.0,12.3,0.511,0.235,0.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9,23.1,-0.1,0.5,0.3,0.017,-2.4,-0.5,-2.8,-0.2,
2014-15,23,LAL,NBA,SF,9.0,0.0,86.0,4.9,0.424,0.0,1.846,2.5,2.7,2.6,4.8,1.8,0.0,11.3,13.7,-0.1,0.0,-0.1,-0.03,-4.9,-2.3,-7.2,-0.1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,185.0,23.0,2905.0,9.3,0.479,0.139,0.474,3.2,10.7,6.9,6.5,1.8,0.6,11.3,19.3,-0.9,1.7,0.8,0.013,-3.7,-0.7,-4.4,-1.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,10.0,1288.0,9.3,0.479,0.139,0.474,3.2,10.7,6.9,6.5,1.8,0.6,11.3,19.3,-0.4,0.7,0.3,0.013,-3.7,-0.7,-4.4,-0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,95.0,2.0,1384.0,8.5,0.464,0.072,0.455,3.9,13.0,8.4,5.7,1.6,0.8,12.4,18.1,-0.6,0.9,0.3,0.009,-4.1,-0.7,-4.8,-1.0,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,52.0,5.0,994.0,11.7,0.506,0.226,0.561,2.9,9.8,6.3,8.5,2.3,0.5,11.8,22.3,-0.2,0.5,0.3,0.013,-2.6,-0.6,-3.2,-0.3,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,38.0,16.0,527.0,7.0,0.451,0.106,0.325,2.0,6.4,4.2,5.0,1.1,0.5,6.6,16.8,-0.1,0.3,0.2,0.021,-4.5,-0.8,-5.3,-0.4,
