"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2015-16,22.0,MIA,NBA,38:14,9.0,13.0,4.0,6.0,5.0,9.0,5.0,6.0,4.0,6.0,6.0,4.0,3.0,3.0,4.0,5.0,22.0,20.8
2016-17,23.0,MIA,NBA,46:20,9.0,19.0,4.0,11.0,7.0,13.0,5.0,6.0,5.0,8.0,8.0,8.0,5.0,3.0,3.0,4.0,22.0,20.7
2017-18,24.0,MIA,NBA,41:13,11.0,20.0,7.0,9.0,9.0,17.0,7.0,7.0,5.0,7.0,8.0,7.0,5.0,4.0,6.0,6.0,30.0,26.2
2018-19,25.0,MIA,NBA,40:43,14.0,22.0,8.0,12.0,8.0,16.0,8.0,9.0,3.0,8.0,10.0,9.0,5.0,3.0,7.0,5.0,37.0,29.6
2019-20,26.0,PHI,NBA,40:28,13.0,20.0,6.0,11.0,8.0,13.0,10.0,10.0,3.0,7.0,7.0,8.0,4.0,3.0,7.0,5.0,34.0,28.0
2020-21,27.0,DAL,NBA,41:16,10.0,16.0,5.0,8.0,9.0,11.0,7.0,8.0,4.0,6.0,7.0,8.0,4.0,2.0,5.0,6.0,27.0,23.8
2021-22,28.0,TOT,NBA,37:32,9.0,20.0,6.0,11.0,6.0,13.0,7.0,8.0,3.0,7.0,8.0,6.0,5.0,2.0,4.0,5.0,27.0,25.5
2021-22,28.0,BOS,NBA,37:32,9.0,15.0,6.0,8.0,6.0,11.0,7.0,8.0,3.0,7.0,8.0,4.0,3.0,2.0,4.0,5.0,27.0,25.5
2021-22,28.0,SAS,NBA,36:20,8.0,20.0,4.0,11.0,5.0,13.0,6.0,6.0,3.0,5.0,7.0,6.0,5.0,2.0,4.0,4.0,25.0,20.3
2022-23,29.0,TOT,NBA,34:07,9.0,15.0,6.0,9.0,7.0,10.0,5.0,8.0,2.0,6.0,8.0,10.0,5.0,3.0,6.0,5.0,27.0,19.2
2022-23,29.0,SAS,NBA,32:33,9.0,15.0,6.0,9.0,7.0,10.0,5.0,8.0,2.0,6.0,8.0,10.0,4.0,3.0,6.0,4.0,27.0,19.2
2022-23,29.0,NOP,NBA,34:07,6.0,13.0,4.0,8.0,4.0,5.0,5.0,6.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,19.0,18.8
2023-24,30.0,MIA,NBA,36:41,9.0,15.0,6.0,10.0,8.0,9.0,5.0,5.0,2.0,7.0,8.0,7.0,2.0,2.0,4.0,4.0,24.0,20.6
2024-25,31.0,MIA,NBA,24:49,4.0,8.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,10.0,9.9
Career,,,,46:20,14.0,22.0,8.0,12.0,9.0,17.0,10.0,10.0,5.0,8.0,10.0,10.0,5.0,4.0,7.0,6.0,37.0,29.6
,,,,,,,,,,,,,,,,,,,,,,
6 Seasons,,MIA,NBA,46:20,14.0,22.0,8.0,12.0,9.0,17.0,8.0,9.0,5.0,8.0,10.0,9.0,5.0,4.0,7.0,6.0,37.0,29.6
2 Seasons,,SAS,NBA,36:20,9.0,20.0,6.0,11.0,7.0,13.0,6.0,8.0,3.0,6.0,8.0,10.0,5.0,3.0,6.0,4.0,27.0,20.3
1 Season,,DAL,NBA,41:16,10.0,16.0,5.0,8.0,9.0,11.0,7.0,8.0,4.0,6.0,7.0,8.0,4.0,2.0,5.0,6.0,27.0,23.8
1 Season,,PHI,NBA,40:28,13.0,20.0,6.0,11.0,8.0,13.0,10.0,10.0,3.0,7.0,7.0,8.0,4.0,3.0,7.0,5.0,34.0,28.0
1 Season,,BOS,NBA,37:32,9.0,15.0,6.0,8.0,6.0,11.0,7.0,8.0,3.0,7.0,8.0,4.0,3.0,2.0,4.0,5.0,27.0,25.5
1 Season,,NOP,NBA,34:07,6.0,13.0,4.0,8.0,4.0,5.0,5.0,6.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,19.0,18.8
