Season,Team,Lg,Salary
2011-12,San Antonio Spurs,NBA,"$1,028,400"
2012-13,San Antonio Spurs,NBA,"$1,105,560"
2013-14,San Antonio Spurs,NBA,"$1,120,920"
2014-15,San Antonio Spurs,NBA,"$2,023,261"
2015-16,Toronto Raptors,NBA,"$7,000,000"
2016-17,Toronto Raptors,NBA,"$7,330,000"
2017-18,Indiana Pacers,NBA,"$7,630,000"
2018-19,Indiana Pacers,NBA,"$7,945,000"
2019-20,Sacramento Kings,NBA,"$12,000,000"
2020-21,Detroit Pistons,NBA,"$12,600,000"
2021-22,Detroit Pistons,NBA,"$7,310,000"
2022-23,Detroit Pistons,NBA,"$5,155,500"
2023-24,Indiana Pacers,NBA,"$2,019,706"
2024-25,Orlando Magic,NBA,"$3,303,771"
Career,(may be incomplete),,"$77,572,118"
