"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2012-13,24,OKC,NBA,SG,8.0,0.0,68.0,0.333,13.8,0.444,0.444,0.0,0.0,0.0,0.556,0.5,0.5,,0.2,1.0,1.0,0.0,0.0,0.8,0.25,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,29,NOP,NBA,SG,3.0,0.0,14.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,82.0,0.3,13.9,0.5,0.4,0.0,0.1,0.0,0.5,0.4,0.5,0.0,0.2,1.0,1.0,0.0,0.0,0.8,0.25,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,611.0,0.3,13.9,0.5,0.4,0.0,0.1,0.0,0.5,0.4,0.5,0.0,0.2,1.0,1.0,0.0,0.0,0.8,0.25,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,8.0,0.0,68.0,0.333,13.8,0.444,0.444,0.0,0.0,0.0,0.556,0.5,0.5,,0.2,1.0,1.0,0.0,0.0,0.8,0.25,0.0,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,3.0,0.0,14.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,
