"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2003-04,23,HOU,NBA,C,5.0,5.0,185.0,0.0,0.0,0.0,0.0,100.0,-4.4,9.0,4.0,6.0,16.0,1.0,9.0,,22.0,3.0,7.0,
2004-05,24,HOU,NBA,C,7.0,7.0,220.0,0.0,0.0,0.0,0.0,100.0,-10.0,-21.3,2.0,6.0,14.0,9.0,25.0,,12.0,5.0,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,26,HOU,NBA,C,7.0,7.0,260.0,0.0,0.0,0.0,0.0,100.0,-6.6,-13.4,5.0,11.0,11.0,8.0,27.0,1.0,17.0,3.0,16.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,28,HOU,NBA,C,9.0,9.0,323.0,0.0,0.0,0.0,0.0,100.0,-1.5,0.6,4.0,5.0,15.0,4.0,14.0,1.0,21.0,3.0,8.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,28.0,28.0,988.0,0.0,0.0,0.0,0.0,100.0,-5.3,-6.4,15.0,28.0,56.0,22.0,75.0,2.0,72.0,14.0,39.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,2893.0,0.0,0.0,0.0,0.0,100.0,-5.3,-6.4,44.0,82.0,164.0,64.0,220.0,,211.0,41.0,114.0,
