"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2003-04,19,ORL,NBA,C,59.0,2.0,664.0,0.389,3.8,1.0,0.657,0.16,0.091,0.091,0.0,0.389,0.487,0.214,0.188,0.188,,0.588,0.023,4.0,,0.0,0.0,
2004-05,20,MIL,NBA,C,74.0,4.0,1397.0,0.452,3.9,0.997,0.647,0.169,0.133,0.048,0.003,0.453,0.476,0.433,0.383,0.412,0.0,0.669,0.025,8.0,0.0,1.0,0.0,
2005-06,21,ATL,NBA,C,78.0,78.0,2452.0,0.451,4.7,0.997,0.596,0.169,0.145,0.087,0.003,0.452,0.53,0.33,0.374,0.288,0.0,0.55,0.029,19.0,0.0,0.0,0.0,
2006-07,22,ATL,NBA,C,72.0,47.0,2026.0,0.474,5.3,0.998,0.619,0.099,0.129,0.151,0.002,0.475,0.555,0.262,0.392,0.355,0.0,0.564,0.021,12.0,0.0,0.0,0.0,
2007-08,23,ATL,NBA,C,62.0,5.0,944.0,0.437,6.7,0.988,0.531,0.131,0.147,0.18,0.012,0.442,0.531,0.438,0.25,0.341,0.0,0.626,0.041,10.0,0.0,1.0,0.0,
2008-09,24,ATL,NBA,C,77.0,26.0,1473.0,0.497,4.8,0.991,0.638,0.147,0.103,0.103,0.009,0.502,0.569,0.468,0.303,0.333,0.0,0.61,0.047,13.0,0.0,2.0,0.0,
2009-10,25,ATL,NBA,C,78.0,1.0,1089.0,0.488,6.2,0.984,0.614,0.122,0.093,0.154,0.016,0.496,0.55,0.3,0.348,0.526,0.0,0.667,0.053,11.0,0.0,3.0,0.0,
2010-11,26,ATL,NBA,C,79.0,7.0,1244.0,0.461,5.2,1.0,0.591,0.22,0.073,0.116,0.0,0.461,0.577,0.235,0.529,0.259,,0.654,0.047,7.0,,0.0,0.0,
2011-12,27,ATL,NBA,C,58.0,44.0,1640.0,0.499,5.7,1.0,0.563,0.18,0.13,0.127,0.0,0.499,0.555,0.328,0.523,0.465,,0.71,0.053,14.0,,0.0,0.0,
2012-13,28,ATL,NBA,C,52.0,15.0,1134.0,0.473,6.2,0.988,0.556,0.178,0.137,0.116,0.012,0.479,0.56,0.279,0.485,0.393,0.0,0.675,0.029,7.0,0.0,2.0,0.0,
