Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2015-16,21,BOS,NBA,PF,2,0,5.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,2.0,
2016-17,22,BOS,NBA,PF,2,0,9.0,1.0,2.5,0.4,0.0,0.0,1.0,2.5,0.4,0.4,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.5,0.5,1.5,2.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,0,7.0,1.0,2.3,0.444,0.0,0.0,1.0,2.3,0.444,0.444,0.0,0.0,0.3,1.5,1.8,0.5,0.0,0.5,0.3,0.8,2.0,
