"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2009-10,23.0,SAS,NBA,18:19,3.0,6.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,9.0,3.7
2010-11,24.0,DAL,NBA,11:02,2.0,3.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,3.4
2011-12,25.0,DAL,NBA,21:54,3.0,4.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,2.0,2.0,1.0,5.0,10.0,9.4
2012-13,26.0,IND,NBA,17:08,2.0,4.0,0.0,0.0,2.0,4.0,1.0,4.0,4.0,4.0,6.0,1.0,0.0,2.0,2.0,5.0,5.0,5.0
2013-14,27.0,IND,NBA,23:19,3.0,4.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,5.0,7.0,1.0,1.0,3.0,2.0,4.0,6.0,5.8
2015-16,29.0,IND,NBA,33:12,9.0,14.0,0.0,0.0,9.0,14.0,5.0,6.0,5.0,5.0,10.0,5.0,2.0,2.0,4.0,5.0,22.0,23.0
2016-17,30.0,WAS,NBA,15:17,3.0,3.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,6.0,4.2
2017-18,31.0,WAS,NBA,15:00,4.0,4.0,0.0,0.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,12.0,11.5
Career,,,,33:12,9.0,14.0,0.0,0.0,9.0,14.0,5.0,6.0,5.0,5.0,10.0,5.0,2.0,3.0,4.0,5.0,22.0,23.0
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,IND,NBA,33:12,9.0,14.0,0.0,0.0,9.0,14.0,5.0,6.0,5.0,5.0,10.0,5.0,2.0,3.0,4.0,5.0,22.0,23.0
2 Seasons,,WAS,NBA,15:17,4.0,4.0,0.0,0.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,12.0,11.5
2 Seasons,,DAL,NBA,21:54,3.0,4.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,2.0,2.0,1.0,5.0,10.0,9.4
1 Season,,SAS,NBA,18:19,3.0,6.0,0.0,0.0,3.0,6.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,9.0,3.7
