Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2006-07,21,NJN,NBA,PG,79.0,2.0,1315.0,11.5,0.474,0.31,0.162,2.6,11.9,7.3,34.4,1.2,0.1,20.1,25.0,-1.1,1.0,-0.1,-0.004,-1.7,-2.0,-3.7,-0.6,
2007-08,22,NJN,NBA,PG,53.0,7.0,854.0,11.0,0.499,0.485,0.16,1.9,11.8,6.9,27.8,1.5,0.3,19.3,20.8,-0.4,0.5,0.2,0.009,-0.8,-1.6,-2.4,-0.1,
2008-09,23,GSW,NBA,PG,9.0,0.0,54.0,3.7,0.305,0.353,0.353,0.0,8.1,4.0,32.6,0.9,1.3,16.9,18.7,-0.1,0.0,-0.1,-0.127,-5.1,-3.1,-8.2,-0.1,
2009-10,24,MEM,NBA,PG,62.0,1.0,872.0,10.6,0.456,0.299,0.203,1.7,10.7,6.2,26.7,1.9,0.1,20.0,18.5,-0.4,0.5,0.0,0.002,-1.6,-1.5,-3.1,-0.2,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,203.0,10.0,3095.0,11.0,0.473,0.354,0.174,2.1,11.5,6.8,30.4,1.5,0.2,19.8,21.9,-2.0,2.0,0.0,-0.001,-1.5,-1.7,-3.3,-1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,1250.0,11.0,0.473,0.354,0.174,2.1,11.5,6.8,30.4,1.5,0.2,19.8,21.9,-0.8,0.8,0.0,-0.001,-1.5,-1.7,-3.3,-0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),,132.0,9.0,2169.0,11.3,0.483,0.372,0.161,2.3,11.9,7.1,31.8,1.3,0.2,19.8,23.3,-1.5,1.5,0.1,0.001,-1.4,-1.8,-3.2,-0.7,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,62.0,1.0,872.0,10.6,0.456,0.299,0.203,1.7,10.7,6.2,26.7,1.9,0.1,20.0,18.5,-0.4,0.5,0.0,0.002,-1.6,-1.5,-3.1,-0.2,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,9.0,0.0,54.0,3.7,0.305,0.353,0.353,0.0,8.1,4.0,32.6,0.9,1.3,16.9,18.7,-0.1,0.0,-0.1,-0.127,-5.1,-3.1,-8.2,-0.1,
