"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2018-19,21.0,LAC,NBA,27:30,4.0,13.0,2.0,6.0,3.0,7.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,10.0,8.4
2019-20,22.0,TOT,NBA,35:34,8.0,18.0,5.0,10.0,5.0,9.0,7.0,9.0,2.0,9.0,9.0,7.0,3.0,2.0,5.0,5.0,21.0,17.8
2019-20,22.0,LAC,NBA,32:35,8.0,13.0,5.0,7.0,3.0,9.0,3.0,4.0,2.0,5.0,6.0,5.0,2.0,2.0,5.0,4.0,21.0,17.8
2019-20,22.0,WAS,NBA,35:34,7.0,18.0,4.0,10.0,5.0,8.0,7.0,9.0,2.0,9.0,9.0,7.0,3.0,2.0,4.0,5.0,20.0,14.9
2020-21,23.0,WAS,NBA,36:11,6.0,15.0,3.0,10.0,3.0,6.0,4.0,5.0,2.0,6.0,6.0,4.0,3.0,3.0,3.0,5.0,16.0,12.9
2023-24,26.0,GSW,NBA,17:18,4.0,10.0,1.0,6.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,5.4
Career,,,,36:11,8.0,18.0,5.0,10.0,5.0,9.0,7.0,9.0,2.0,9.0,9.0,7.0,5.0,3.0,5.0,5.0,21.0,17.8
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,LAC,NBA,32:35,8.0,13.0,5.0,7.0,3.0,9.0,3.0,4.0,2.0,5.0,6.0,5.0,5.0,2.0,5.0,5.0,21.0,17.8
2 Seasons,,WAS,NBA,36:11,7.0,18.0,4.0,10.0,5.0,8.0,7.0,9.0,2.0,9.0,9.0,7.0,3.0,3.0,4.0,5.0,20.0,14.9
1 Season,,GSW,NBA,17:18,4.0,10.0,1.0,6.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,5.4
