Season,Team,Lg,Salary
2001-02,Houston Rockets,NBA,"$420,000"
2002-03,Houston Rockets,NBA,"$512,435"
2005-06,Orlando Magic,NBA,"$835,810"
Career,(may be incomplete),,"$1,768,245"
