Season,Team,Lg,Salary
2005-06,Atlanta Hawks,NBA,"$3,883,560"
2006-07,Atlanta Hawks,NBA,"$4,174,800"
2007-08,Atlanta Hawks,NBA,"$4,466,040"
2008-09,Atlanta Hawks,NBA,"$5,636,143"
2009-10,Atlanta Hawks,NBA,"$7,500,000"
2010-11,Atlanta Hawks,NBA,"$6,712,500"
2011-12,Atlanta Hawks,NBA,"$7,500,000"
2012-13,Utah Jazz,NBA,"$8,287,500"
2013-14,Utah Jazz,NBA,"$7,500,000"
2014-15,Charlotte Hornets,NBA,"$7,000,000"
2015-16,Charlotte Hornets,NBA,"$7,000,000"
2016-17,Charlotte Hornets,NBA,"$12,250,000"
2017-18,Charlotte Hornets,NBA,"$13,168,750"
2018-19,Charlotte Hornets,NBA,"$14,087,500"
2019-20,Charlotte Hornets,NBA,"$14,049,901"
2019-20,Milwaukee Bucks,NBA,"$956,349"
Career,(may be incomplete),,"$124,173,043"
