"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2017-18,23,BOS,NBA,EC1,MIL,W (4-3),7.0,18.1,2.1,2.9,0.1,0.0,0.0,5.0,17.0,0.294,3.0,12.0,0.25,2.0,5.0,0.4,0.382,2.0,2.0,1.0,4.0,16.0,20.0,1.0,0.0,0.0,2.0,10.0,15.0,
2017-18,23,BOS,NBA,ECS,PHI,W (4-1),5.0,9.6,1.2,0.2,0.0,0.4,0.0,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,0.0,0.6,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,6.0,
2017-18,23,BOS,NBA,ECF,CLE,L (3-4),5.0,11.2,2.2,1.4,0.2,0.2,0.0,3.0,11.0,0.273,1.0,7.0,0.143,2.0,4.0,0.5,0.318,4.0,5.0,0.8,0.0,7.0,7.0,1.0,1.0,0.0,0.0,6.0,11.0,
2018-19,24,BOS,NBA,EC1,IND,W (4-0),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-19,24,BOS,NBA,ECS,MIL,L (1-4),5.0,6.8,2.6,0.4,0.4,0.0,0.0,4.0,9.0,0.444,3.0,5.0,0.6,1.0,4.0,0.25,0.611,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,13.0,
2019-20,25,BOS,NBA,EC1,PHI,W (4-0),3.0,9.7,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.3,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,
2019-20,25,BOS,NBA,ECS,TOR,W (4-3),7.0,10.1,2.3,1.0,0.0,0.4,0.0,5.0,19.0,0.263,4.0,16.0,0.25,1.0,3.0,0.333,0.368,2.0,2.0,1.0,1.0,6.0,7.0,0.0,3.0,0.0,0.0,4.0,16.0,
2019-20,25,BOS,NBA,ECF,MIA,L (2-4),3.0,7.7,0.7,0.7,0.3,0.0,0.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,
2020-21,26,BOS,NBA,EC1,BRK,L (1-4),2.0,6.0,0.5,0.0,0.0,0.5,0.5,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,
4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),5-4,38.0,10.5,1.8,1.1,0.1,0.2,0.0,21.0,74.0,0.284,14.0,53.0,0.264,7.0,21.0,0.333,0.378,11.0,13.0,0.846,7.0,35.0,42.0,5.0,7.0,1.0,4.0,35.0,67.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),3-1,13.0,12.9,1.5,1.8,0.1,0.1,0.1,6.0,26.0,0.231,4.0,20.0,0.2,2.0,6.0,0.333,0.308,3.0,4.0,0.75,5.0,18.0,23.0,1.0,1.0,1.0,3.0,15.0,19.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),2-1,17.0,9.0,2.1,0.6,0.1,0.3,0.0,11.0,33.0,0.333,9.0,24.0,0.375,2.0,9.0,0.222,0.47,4.0,4.0,1.0,2.0,8.0,10.0,2.0,5.0,0.0,1.0,14.0,35.0,
ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),0-2,8.0,9.9,1.6,1.1,0.3,0.1,0.0,4.0,15.0,0.267,1.0,9.0,0.111,3.0,6.0,0.5,0.3,4.0,5.0,0.8,0.0,9.0,9.0,2.0,1.0,0.0,0.0,6.0,13.0,
