"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,22,DET,NBA,PF,80,73,2232,.481,.520,.313,.511,.710,.545,.292,.191,104,106,88,102,94,100,97,86,12.1,2.1,
2010-11,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2011-12,24,DET,NBA,PF,64,13,1468,.468,.519,.302,.503,.806,.548,.274,.234,104,109,87,103,107,104,99,104,14.5,20.9,
2012-13,25,DET,NBA,PF,49,2,892,.449,.502,.301,.489,.773,.531,.278,.263,99,104,84,98,103,99,103,108,-4.7,-2.3,
2013-14,26,DET,NBA,PF,64,0,741,.471,.500,.419,.546,.729,.577,.284,.356,104,103,116,109,96,107,100,137,18.6,16.9,
2014-15,27,2TM,NBA,PF,75,0,1230,.446,.481,.386,.517,.848,.549,.174,.369,99,99,110,104,113,103,64,138,16.1,12.0,
2014-15,27,DET,NBA,PF,46,0,703,.460,.516,.368,.530,.861,.564,.182,.384,102,106,105,107,115,105,67,143,13.6,12.5,
2014-15,27,BOS,NBA,PF,29,0,527,.431,.444,.406,.503,.833,.533,.166,.354,96,92,116,101,111,100,61,132,2.5,-0.5,
2015-16,28,BOS,NBA,PF,78,0,1176,.413,.421,.398,.488,.782,.531,.273,.378,91,86,113,97,103,98,99,133,-8.4,-6.7,
2016-17,29,BOS,NBA,PF,78,6,1232,.435,.523,.346,.521,.703,.537,.141,.496,95,104,97,101,91,97,52,157,3.8,-8.4,
2017-18,30,UTA,NBA,PF,74,19,1134,.466,.511,.414,.562,.807,.586,.167,.460,101,100,114,108,105,105,66,137,27.6,21.8,
2018-19,31,GSW,NBA,PF,73,6,1218,.459,.563,.367,.556,.800,.588,.225,.530,100,108,103,106,104,105,87,148,22.8,22.3,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,635,119,11323,.457,.507,.363,.520,.770,.554,.239,.344,101,103,102,103,102,102,86,122,102.4,78.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (5 Yrs),DET (5 Yrs),DET (5 Yrs),DET (5 Yrs),,303,88,6036,.469,.514,.335,.511,.760,.549,.272,.255,103,106,95,103,101,102,96,107,54.1,50.1,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,185,6,2935,.425,.459,.377,.503,.772,.534,.199,.414,94,93,107,100,102,98,73,141,-2.1,-15.6,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,74,19,1134,.466,.511,.414,.562,.807,.586,.167,.460,101,100,114,108,105,105,66,137,27.6,21.8,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,73,6,1218,.459,.563,.367,.556,.800,.588,.225,.530,100,108,103,106,104,105,87,148,22.8,22.3,
