Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2023-24,24,BOS,NBA,C,3,0,4.3,0.7,1.0,0.667,0.0,0.0,0.7,1.0,0.667,0.667,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.0,1.3,
2024-25,25,BOS,NBA,C,4,0,3.3,1.3,1.5,0.833,0.0,0.0,1.3,1.5,0.833,0.833,0.0,0.0,0.5,0.0,0.5,0.5,0.3,0.0,0.0,0.5,2.5,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,3.7,1.0,1.3,0.778,0.0,0.0,1.0,1.3,0.778,0.778,0.0,0.0,0.4,0.3,0.7,0.3,0.1,0.1,0.0,0.3,2.0,
