"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2019-20,20.0,SAS,NBA,30:11,8.0,12.0,3.0,4.0,7.0,9.0,7.0,8.0,2.0,10.0,11.0,3.0,3.0,1.0,3.0,5.0,24.0,22.2
2020-21,21.0,SAS,NBA,41:45,12.0,19.0,5.0,9.0,10.0,18.0,8.0,11.0,11.0,11.0,21.0,6.0,3.0,3.0,4.0,6.0,29.0,24.9
2021-22,22.0,SAS,NBA,46:22,14.0,24.0,6.0,12.0,12.0,16.0,7.0,8.0,5.0,11.0,14.0,6.0,4.0,2.0,4.0,5.0,34.0,28.5
2022-23,23.0,SAS,NBA,40:57,15.0,28.0,6.0,13.0,12.0,19.0,11.0,12.0,3.0,11.0,12.0,8.0,4.0,2.0,6.0,6.0,36.0,28.4
2023-24,24.0,SAS,NBA,37:41,11.0,20.0,6.0,11.0,9.0,14.0,10.0,12.0,8.0,12.0,16.0,8.0,4.0,2.0,5.0,5.0,29.0,27.5
2024-25,25.0,SAS,NBA,33:38,11.0,17.0,6.0,12.0,10.0,14.0,8.0,10.0,5.0,9.0,11.0,5.0,4.0,3.0,3.0,5.0,28.0,24.8
2025-26,26.0,SAS,NBA,32:08,9.0,15.0,3.0,5.0,7.0,10.0,7.0,7.0,5.0,10.0,12.0,4.0,2.0,1.0,2.0,6.0,25.0,22.3
Career,,,,46:22,15.0,28.0,6.0,13.0,12.0,19.0,11.0,12.0,11.0,12.0,21.0,8.0,4.0,3.0,6.0,6.0,36.0,28.5
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,SAS,NBA,46:22,15.0,28.0,6.0,13.0,12.0,19.0,11.0,12.0,11.0,12.0,21.0,8.0,4.0,3.0,6.0,6.0,36.0,28.5
