Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,23,MIA,NBA,PG,19.0,0.0,170.0,2.5,7.8,0.324,0.6,2.5,0.25,1.9,5.3,0.36,0.365,1.5,1.9,0.778,0.2,1.9,2.1,2.5,1.5,0.0,1.1,5.1,7.2,
2012-13,24,MIA,NBA,PG,21.0,0.0,418.0,4.2,8.8,0.48,1.5,2.8,0.531,2.8,6.0,0.457,0.564,1.2,1.6,0.737,0.5,2.8,3.4,3.6,1.3,0.2,2.0,3.4,11.1,
2013-14,25,MIA,NBA,PG,20.0,0.0,404.0,2.9,7.0,0.41,1.3,3.6,0.375,1.5,3.4,0.447,0.506,1.2,1.3,0.867,0.1,1.9,2.0,3.2,0.8,0.1,1.7,3.0,8.2,
2014-15,26,NOP,NBA,PG,4.0,0.0,106.0,5.1,12.2,0.417,1.0,4.8,0.214,4.1,7.5,0.545,0.458,0.7,1.0,0.667,0.3,2.0,2.4,2.4,0.0,0.3,2.7,5.1,11.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,OKC,NBA,PG,4.0,0.0,25.0,2.9,11.5,0.25,1.4,5.8,0.25,1.4,5.8,0.25,0.313,0.0,0.0,,0.0,1.4,1.4,1.4,0.0,1.4,2.9,5.8,7.2,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,68.0,0.0,1123.0,3.5,8.4,0.421,1.3,3.3,0.382,2.3,5.1,0.447,0.496,1.2,1.5,0.783,0.3,2.2,2.5,3.1,1.0,0.2,1.8,3.8,9.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,60.0,0.0,992.0,3.4,7.9,0.429,1.3,3.0,0.417,2.1,4.8,0.436,0.509,1.2,1.6,0.791,0.3,2.3,2.6,3.3,1.1,0.1,1.7,3.6,9.3,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,4.0,0.0,106.0,5.1,12.2,0.417,1.0,4.8,0.214,4.1,7.5,0.545,0.458,0.7,1.0,0.667,0.3,2.0,2.4,2.4,0.0,0.3,2.7,5.1,11.9,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,4.0,0.0,25.0,2.9,11.5,0.25,1.4,5.8,0.25,1.4,5.8,0.25,0.313,0.0,0.0,,0.0,1.4,1.4,1.4,0.0,1.4,2.9,5.8,7.2,
