"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2002-03,24.0,CHI,NBA,32:32,6.0,11.0,0.0,1.0,6.0,10.0,5.0,7.0,5.0,8.0,10.0,3.0,2.0,3.0,3.0,6.0,17.0,14.8
2003-04,25.0,TOT,NBA,28:40,9.0,12.0,1.0,1.0,8.0,11.0,5.0,7.0,6.0,7.0,10.0,2.0,3.0,2.0,3.0,6.0,19.0,15.5
2003-04,25.0,CHI,NBA,22:53,9.0,12.0,1.0,1.0,8.0,11.0,4.0,6.0,4.0,6.0,8.0,1.0,1.0,2.0,3.0,6.0,19.0,15.5
2003-04,25.0,TOR,NBA,28:40,6.0,11.0,0.0,1.0,6.0,11.0,5.0,7.0,5.0,7.0,10.0,1.0,3.0,2.0,2.0,6.0,13.0,15.4
2003-04,25.0,WAS,NBA,24:02,4.0,9.0,0.0,1.0,4.0,8.0,4.0,4.0,6.0,4.0,10.0,2.0,1.0,2.0,1.0,5.0,12.0,15.1
2004-05,26.0,NOH,NBA,20:53,2.0,6.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,1.8
2005-06,27.0,TOT,NBA,26:55,8.0,13.0,0.0,0.0,8.0,13.0,5.0,6.0,6.0,7.0,11.0,2.0,2.0,2.0,4.0,6.0,18.0,18.5
2005-06,27.0,HOU,NBA,26:55,8.0,13.0,0.0,0.0,8.0,13.0,4.0,5.0,6.0,7.0,11.0,2.0,2.0,2.0,4.0,6.0,18.0,18.5
2005-06,27.0,CHA,NBA,12:00,3.0,6.0,0.0,0.0,3.0,6.0,5.0,6.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,8.0,7.2
Career,,,,32:32,9.0,13.0,1.0,1.0,8.0,13.0,5.0,7.0,6.0,8.0,11.0,3.0,3.0,3.0,4.0,6.0,19.0,18.5
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CHI,NBA,32:32,9.0,12.0,1.0,1.0,8.0,11.0,5.0,7.0,5.0,8.0,10.0,3.0,2.0,3.0,3.0,6.0,19.0,15.5
1 Season,,TOR,NBA,28:40,6.0,11.0,0.0,1.0,6.0,11.0,5.0,7.0,5.0,7.0,10.0,1.0,3.0,2.0,2.0,6.0,13.0,15.4
1 Season,,HOU,NBA,26:55,8.0,13.0,0.0,0.0,8.0,13.0,4.0,5.0,6.0,7.0,11.0,2.0,2.0,2.0,4.0,6.0,18.0,18.5
1 Season,,CHA,NBA,12:00,3.0,6.0,0.0,0.0,3.0,6.0,5.0,6.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,8.0,7.2
1 Season,,WAS,NBA,24:02,4.0,9.0,0.0,1.0,4.0,8.0,4.0,4.0,6.0,4.0,10.0,2.0,1.0,2.0,1.0,5.0,12.0,15.1
1 Season,,NOH,NBA,20:53,2.0,6.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,1.8
