Season,Team,Lg,Salary
2012-13,Dallas Mavericks,NBA,"$600,491"
2013-14,Dallas Mavericks,NBA,"$788,872"
2014-15,Boston Celtics,NBA,"$915,243"
2015-16,Boston Celtics,NBA,"$6,000,000"
2016-17,Boston Celtics,NBA,"$6,286,408"
2017-18,Utah Jazz,NBA,"$6,796,117"
2018-19,Utah Jazz,NBA,"$7,305,825"
2019-20,Miami Heat,NBA,"$7,815,533"
2020-21,Phoenix Suns,NBA,"$9,258,000"
2021-22,Phoenix Suns,NBA,"$9,720,900"
2022-23,Milwaukee Bucks,NBA,"$10,183,800"
2023-24,Milwaukee Bucks,NBA,"$2,019,706"
2024-25,Sacramento Kings,NBA,"$1,655,619"
Career,(may be incomplete),,"$69,346,514"
