Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-30,POR,,OKC,"L, 115-123",,22,3,7,0.429,1,3,0.333,0,2,0.0,0,1,1,1,1,0,3,6,7,-0.9,-18
2025-11-26,POR,,SAS,"L, 102-115",,22,4,8,0.5,0,3,0.0,3,4,0.75,0,5,5,2,0,1,3,2,11,6.4,-13
2025-11-18,POR,,PHO,"L, 110-127",*,30,12,24,0.5,0,6,0.0,5,7,0.714,0,2,2,3,1,0,2,0,29,17.9,-20
2025-11-16,POR,@,DAL,"L, 133-138 (OT)",*,39,12,32,0.375,3,9,0.333,9,11,0.818,2,2,4,6,1,0,3,5,36,19.8,-3
2025-11-14,POR,@,HOU,"L, 116-140",*,31,7,16,0.438,1,5,0.2,4,8,0.5,1,7,8,3,1,1,3,3,19,11.4,-22
