"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2002-03,22,DET,NBA,SF,15.0,3.0,382.0,0.426,0.522,0.292,0.487,0.763,0.535,0.33,0.417,96.0,113.0,83.0,103.0,101.0,103.0,109.0,230.0,
2003-04,23,DET,NBA,SF,23.0,23.0,795.0,0.41,0.454,0.265,0.441,0.745,0.483,0.259,0.231,94.0,99.0,76.0,94.0,99.0,94.0,86.0,124.0,
2004-05,24,DET,NBA,SF,25.0,25.0,1023.0,0.433,0.449,0.367,0.469,0.8,0.504,0.195,0.195,97.0,96.0,103.0,97.0,106.0,95.0,60.0,100.0,
2005-06,25,DET,NBA,SF,18.0,18.0,745.0,0.459,0.459,0.457,0.504,0.829,0.56,0.329,0.199,101.0,96.0,127.0,103.0,111.0,104.0,99.0,98.0,
2006-07,26,DET,NBA,SF,16.0,16.0,665.0,0.415,0.417,0.409,0.46,0.759,0.503,0.27,0.22,91.0,86.0,114.0,93.0,101.0,93.0,83.0,104.0,
2007-08,27,DET,NBA,SF,17.0,17.0,671.0,0.481,0.503,0.32,0.5,0.794,0.527,0.163,0.12,105.0,104.0,88.0,101.0,105.0,98.0,53.0,54.0,
2008-09,28,DET,NBA,SF,4.0,4.0,129.0,0.259,0.273,0.2,0.278,,0.278,0.0,0.185,57.0,56.0,55.0,56.0,,51.0,0.0,83.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,32,MEM,NBA,SF,15.0,15.0,454.0,0.355,0.373,0.263,0.376,0.609,0.4,0.19,0.157,78.0,77.0,73.0,76.0,81.0,75.0,70.0,65.0,
2013-14,33,MEM,NBA,SF,7.0,6.0,113.0,0.385,0.409,0.25,0.404,,0.404,0.0,0.154,85.0,84.0,70.0,81.0,,75.0,0.0,59.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,140.0,127.0,4977.0,0.427,0.449,0.343,0.463,0.774,0.502,0.235,0.207,95.0,95.0,97.0,95.0,103.0,94.0,75.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DET (7 Yrs),DET (7 Yrs),DET (7 Yrs),DET (7 Yrs),,118.0,106.0,4410.0,0.435,0.457,0.35,0.472,0.785,0.513,0.244,0.213,96.0,96.0,99.0,97.0,104.0,97.0,77.0,108.0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,22.0,21.0,567.0,0.361,0.379,0.261,0.381,0.609,0.401,0.156,0.156,79.0,78.0,73.0,77.0,81.0,75.0,58.0,64.0,
