"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2003-04,22,BOS,NBA,EC1,IND,L (0-4),4.0,14.5,5.0,1.8,1.8,0.5,0.3,7.0,16.0,0.438,2.0,5.0,0.4,5.0,11.0,0.455,0.5,4.0,4.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,3.0,9.0,20.0,
2004-05,23,BOS,NBA,EC1,IND,L (3-4),7.0,15.9,4.6,1.6,1.0,0.6,0.0,13.0,29.0,0.448,3.0,6.0,0.5,10.0,23.0,0.435,0.5,3.0,6.0,0.5,1.0,10.0,11.0,7.0,4.0,0.0,6.0,16.0,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,25,PHO,NBA,WC1,LAL,W (4-1),1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,
2006-07,25,PHO,NBA,WCS,SAS,L (2-4),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),1-3,13.0,13.5,4.2,1.4,1.2,0.5,0.1,20.0,47.0,0.426,5.0,12.0,0.417,15.0,35.0,0.429,0.479,9.0,12.0,0.75,2.0,16.0,18.0,15.0,6.0,1.0,9.0,25.0,54.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,
EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),0-2,11.0,15.4,4.7,1.6,1.3,0.5,0.1,20.0,45.0,0.444,5.0,11.0,0.455,15.0,34.0,0.441,0.5,7.0,10.0,0.7,2.0,16.0,18.0,14.0,6.0,1.0,9.0,25.0,52.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),0-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
