"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2001-02,20.0,UNLV,31,1006,158,336,24,75,150,213,30,103,94,67,6,99,96,490,0.47,0.32,0.704,32.5,15.8,3.3,3.0
2002-03,21.0,UNLV,32,1154,223,434,41,122,162,214,18,107,175,91,4,126,87,649,0.514,0.336,0.757,36.1,20.3,3.3,5.5
Career,,,63,2160,381,770,65,197,312,427,48,210,269,158,10,225,183,1139,0.495,0.33,0.731,34.3,18.1,3.3,4.3
