Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,24,MIN,NBA,SG,9,0,57,11.5,23.9,0.481,2.7,7.1,0.375,8.9,16.8,0.526,0.537,10.6,10.6,1.0,0.9,8.0,8.9,2.7,3.5,0.0,2.7,8.0,36.3,126,108,
1 Yr,1 Yr,1 Yr,1 Yr,,9,0,57,11.5,23.9,0.481,2.7,7.1,0.375,8.9,16.8,0.526,0.537,10.6,10.6,1.0,0.9,8.0,8.9,2.7,3.5,0.0,2.7,8.0,36.3,126,108,
