Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-30,MIN,,SAS,"W, 125-112",,12,0,2,0.0,0,2,0.0,4,6,0.667,0,0,0,1,0,0,0,1,4,2.1,-7
2025-11-29,MIN,,BOS,"W, 119-115",,17,3,7,0.429,2,5,0.4,2,2,1.0,0,0,0,0,0,0,3,1,10,2.9,-5
2025-11-26,MIN,@,OKC,"L, 105-113",,17,7,7,1.0,3,3,1.0,1,2,0.5,0,2,2,1,0,0,0,3,18,15.6,4
2025-11-24,MIN,@,SAC,"L, 112-117 (OT)",,7,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,3,0,-1.6,-4
2025-11-03,MIN,@,BRK,"W, 125-109",,13,1,3,0.333,0,1,0.0,1,2,0.5,0,1,1,1,0,0,0,1,3,1.5,-1
