Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2000-01,21,SAC,NBA,SF,8.0,0.0,141.0,15.8,0.585,0.304,0.261,5.0,15.4,10.2,13.5,1.1,0.5,10.5,16.9,0.4,0.2,0.6,0.189,2.8,1.9,4.7,0.2,
2001-02,22,SAC,NBA,SF,16.0,8.0,443.0,8.7,0.458,0.248,0.226,4.2,15.5,10.0,8.2,0.7,1.5,13.2,17.3,-0.1,0.4,0.2,0.024,-2.2,0.2,-2.0,0.0,
2002-03,23,SAC,NBA,SF,10.0,5.0,174.0,13.4,0.458,0.28,0.36,3.2,15.1,9.2,11.5,3.5,2.0,7.9,15.8,0.1,0.2,0.3,0.083,-0.9,3.2,2.3,0.2,
2003-04,24,SAS,NBA,SF,10.0,10.0,271.0,8.5,0.433,0.519,0.222,2.1,18.4,9.9,9.2,1.8,0.3,15.2,18.2,-0.2,0.3,0.1,0.022,-2.2,0.9,-1.3,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,27,ORL,NBA,SF,4.0,4.0,156.0,13.1,0.531,0.18,0.08,1.5,8.3,5.0,16.1,1.8,2.1,16.2,19.1,0.0,0.0,0.0,0.013,0.1,1.1,1.2,0.1,
2007-08,28,ORL,NBA,SF,10.0,10.0,399.0,15.3,0.543,0.248,0.326,4.2,14.5,9.4,23.8,1.1,0.4,19.1,23.8,0.4,0.3,0.7,0.082,0.9,0.1,1.0,0.3,
2008-09,29,ORL,NBA,SF,24.0,24.0,934.0,13.2,0.547,0.281,0.39,1.2,13.4,7.3,21.6,1.0,0.3,15.6,21.2,0.8,0.9,1.7,0.088,0.1,0.7,0.8,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,31,ORL,NBA,SF,6.0,6.0,209.0,6.9,0.371,0.441,0.206,0.6,10.4,5.4,19.1,2.1,0.4,8.6,18.5,-0.2,0.3,0.1,0.022,-2.4,0.9,-1.5,0.0,
2011-12,32,ORL,NBA,SF,5.0,5.0,162.0,7.7,0.458,0.293,0.268,2.8,7.2,5.0,13.7,1.7,1.9,16.4,16.6,-0.1,0.1,0.0,-0.01,-3.3,0.1,-3.2,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,34,LAC,NBA,SF,5.0,0.0,41.0,15.1,0.615,0.769,0.0,0.0,14.5,7.0,3.6,3.7,0.0,0.0,13.8,0.1,0.0,0.1,0.137,3.2,1.3,4.4,0.1,
2014-15,35,LAC,NBA,SF,11.0,0.0,55.0,2.9,0.294,0.765,0.0,1.9,11.3,6.7,9.8,3.5,1.6,10.5,15.0,-0.1,0.1,-0.1,-0.068,-5.9,0.9,-5.0,0.0,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,109.0,72.0,2985.0,11.6,0.501,0.315,0.286,2.5,13.7,8.1,16.4,1.4,0.8,14.5,19.4,1.1,2.7,3.7,0.06,-0.7,0.8,0.1,1.6,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,54.0,2246.0,11.6,0.501,0.315,0.286,2.5,13.7,8.1,16.4,1.4,0.8,14.5,19.4,0.8,2.0,2.8,0.06,-0.7,0.8,0.1,1.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,49.0,49.0,1860.0,12.5,0.519,0.284,0.319,1.9,12.3,7.2,20.6,1.3,0.6,15.9,20.9,0.9,1.6,2.5,0.065,-0.3,0.6,0.3,1.1,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,34.0,13.0,758.0,11.1,0.483,0.266,0.262,4.2,15.4,9.9,9.9,1.4,1.4,11.6,16.9,0.4,0.7,1.1,0.068,-1.0,1.2,0.3,0.4,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,16.0,0.0,96.0,8.1,0.433,0.767,0.0,1.1,12.7,6.8,7.1,3.6,0.9,6.3,14.5,-0.1,0.1,0.0,0.02,-2.0,1.1,-1.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,10.0,10.0,271.0,8.5,0.433,0.519,0.222,2.1,18.4,9.9,9.2,1.8,0.3,15.2,18.2,-0.2,0.3,0.1,0.022,-2.2,0.9,-1.3,0.0,
