Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,19,PHO,NBA,PF,43.0,0.0,574.0,57.0,161.0,0.354,28.0,101.0,0.277,29.0,60.0,0.483,0.441,4.0,11.0,0.364,23.0,80.0,103.0,23.0,10.0,22.0,32.0,74.0,146.0,0.0,
2017-18,20,PHO,NBA,PF,82.0,37.0,2069.0,187.0,484.0,0.386,118.0,322.0,0.366,69.0,162.0,0.426,0.508,39.0,51.0,0.765,40.0,321.0,361.0,130.0,22.0,53.0,112.0,166.0,531.0,0.0,
2018-19,21,PHO,NBA,PF,46.0,27.0,826.0,88.0,197.0,0.447,22.0,101.0,0.218,66.0,96.0,0.688,0.503,32.0,54.0,0.593,34.0,149.0,183.0,56.0,18.0,22.0,37.0,90.0,230.0,0.0,
2019-20,22,2TM,NBA,PF,16.0,3.0,286.0,41.0,92.0,0.446,15.0,43.0,0.349,26.0,49.0,0.531,0.527,10.0,14.0,0.714,16.0,57.0,73.0,28.0,4.0,9.0,21.0,42.0,107.0,0.0,
2019-20,22,MIL,NBA,C,7.0,0.0,91.0,10.0,21.0,0.476,4.0,9.0,0.444,6.0,12.0,0.5,0.571,2.0,3.0,0.667,0.0,20.0,20.0,9.0,0.0,5.0,5.0,16.0,26.0,0.0,
2019-20,22,GSW,NBA,PF,9.0,3.0,195.0,31.0,71.0,0.437,11.0,34.0,0.324,20.0,37.0,0.541,0.514,8.0,11.0,0.727,16.0,37.0,53.0,19.0,4.0,4.0,16.0,26.0,81.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,187.0,67.0,3755.0,373.0,934.0,0.399,183.0,567.0,0.323,190.0,367.0,0.518,0.497,85.0,130.0,0.654,113.0,607.0,720.0,237.0,54.0,106.0,202.0,372.0,1014.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,29.0,1647.0,164.0,410.0,0.399,80.0,249.0,0.323,83.0,161.0,0.518,0.497,37.0,57.0,0.654,50.0,266.0,316.0,104.0,24.0,46.0,89.0,163.0,445.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,171.0,64.0,3469.0,332.0,842.0,0.394,168.0,524.0,0.321,164.0,318.0,0.516,0.494,75.0,116.0,0.647,97.0,550.0,647.0,209.0,50.0,97.0,181.0,330.0,907.0,0.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,9.0,3.0,195.0,31.0,71.0,0.437,11.0,34.0,0.324,20.0,37.0,0.541,0.514,8.0,11.0,0.727,16.0,37.0,53.0,19.0,4.0,4.0,16.0,26.0,81.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,7.0,0.0,91.0,10.0,21.0,0.476,4.0,9.0,0.444,6.0,12.0,0.5,0.571,2.0,3.0,0.667,0.0,20.0,20.0,9.0,0.0,5.0,5.0,16.0,26.0,0.0,
