Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,22,UTA,NBA,SG,17,0,52,7,28,0.25,1,5,0.2,6,23,0.261,0.268,0,0,0,4,4,2,1,0,3,4,15,0,
1 Yr,1 Yr,1 Yr,1 Yr,,17,0,52,7,28,0.25,1,5,0.2,6,23,0.261,0.268,0,0,0,4,4,2,1,0,3,4,15,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,251,34,135,0.25,5,24,0.2,29,111,0.261,0.268,0,0,0,19,19,10,5,0,14,19,72,0,
