Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,23,SEA,NBA,PG,11.0,11.0,378.0,42.0,107.0,0.393,4.0,17.0,0.235,38.0,90.0,0.422,0.411,19.0,20.0,0.95,10.0,26.0,36.0,47.0,13.0,8.0,18.0,23.0,107.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,28,MIL,NBA,PG,7.0,0.0,121.0,21.0,45.0,0.467,5.0,14.0,0.357,16.0,31.0,0.516,0.522,10.0,12.0,0.833,4.0,9.0,13.0,13.0,4.0,1.0,10.0,13.0,57.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,32,CHA,NBA,PG,4.0,0.0,36.0,4.0,13.0,0.308,2.0,6.0,0.333,2.0,7.0,0.286,0.385,0.0,0.0,,0.0,4.0,4.0,12.0,0.0,1.0,4.0,1.0,10.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,11.0,535.0,67.0,165.0,0.406,11.0,37.0,0.297,56.0,128.0,0.438,0.439,29.0,32.0,0.906,14.0,39.0,53.0,72.0,17.0,10.0,32.0,37.0,174.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,41.0,1994.0,250.0,615.0,0.406,41.0,138.0,0.297,209.0,477.0,0.438,0.439,108.0,119.0,0.906,52.0,145.0,198.0,268.0,63.0,37.0,119.0,138.0,649.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),,11.0,11.0,378.0,42.0,107.0,0.393,4.0,17.0,0.235,38.0,90.0,0.422,0.411,19.0,20.0,0.95,10.0,26.0,36.0,47.0,13.0,8.0,18.0,23.0,107.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,7.0,0.0,121.0,21.0,45.0,0.467,5.0,14.0,0.357,16.0,31.0,0.516,0.522,10.0,12.0,0.833,4.0,9.0,13.0,13.0,4.0,1.0,10.0,13.0,57.0,0.0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,36.0,4.0,13.0,0.308,2.0,6.0,0.333,2.0,7.0,0.286,0.385,0.0,0.0,,0.0,4.0,4.0,12.0,0.0,1.0,4.0,1.0,10.0,0.0,
