Season,Team,Lg,Salary
2004-05,Orlando Magic,NBA,"$385,277"
2005-06,Orlando Magic,NBA,"$682,050"
2006-07,Orlando Magic,NBA,"$919,551"
Career,(may be incomplete),,"$1,986,878"
