"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2021-22,19.0,WASHST,35,768,109,222,7,25,33,67,71,181,17,29,33,35,94,258,0.491,0.28,0.493,21.9,7.4,5.2,0.5
2022-23,20.0,WASHST,33,1058,186,381,11,40,89,132,111,276,62,27,28,77,92,472,0.488,0.275,0.674,32.1,14.3,8.4,1.9
Career,,,68,1826,295,603,18,65,122,199,182,457,79,56,61,112,186,730,0.489,0.277,0.613,26.9,10.7,6.7,1.2
