Season,Team,Lg,Salary
2021-22,Portland Trail Blazers,NBA,"$925,258"
2022-23,Portland Trail Blazers,NBA,"$1,563,518"
2023-24,Dallas Mavericks,NBA,(TW)
Career,(may be incomplete),,"$2,488,776"
