"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2018-19,22,LAC,NBA,WC1,GSW,L (2-4),4.0,9.8,5.0,5.5,0.3,0.5,0.5,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,2.0,3.0,0.667,11.0,11.0,22.0,1.0,2.0,2.0,4.0,5.0,20.0,
2019-20,23,LAC,NBA,WC1,DAL,W (4-2),6.0,24.8,11.2,7.0,0.7,0.2,0.8,25.0,38.0,0.658,0.0,0.0,25.0,38.0,0.658,0.658,17.0,20.0,0.85,11.0,31.0,42.0,4.0,1.0,5.0,2.0,12.0,67.0,
2019-20,23,LAC,NBA,WCS,DEN,L (3-4),7.0,24.6,7.3,7.3,0.6,0.1,0.7,19.0,40.0,0.475,0.0,0.0,19.0,40.0,0.475,0.475,13.0,17.0,0.765,20.0,31.0,51.0,4.0,1.0,5.0,10.0,22.0,51.0,
2020-21,24,LAC,NBA,WC1,DAL,W (4-3),7.0,14.0,3.6,5.1,0.1,0.0,0.3,10.0,17.0,0.588,0.0,0.0,10.0,17.0,0.588,0.588,5.0,7.0,0.714,16.0,20.0,36.0,1.0,0.0,2.0,4.0,11.0,25.0,
2020-21,24,LAC,NBA,WCS,UTA,W (4-2),6.0,13.2,5.2,3.2,0.7,0.0,1.2,10.0,16.0,0.625,0.0,0.0,10.0,16.0,0.625,0.625,11.0,16.0,0.688,8.0,11.0,19.0,4.0,0.0,7.0,7.0,14.0,31.0,
2020-21,24,LAC,NBA,WCF,PHO,L (2-4),4.0,31.3,12.8,11.0,0.5,0.5,0.8,14.0,24.0,0.583,0.0,0.0,14.0,24.0,0.583,0.583,23.0,26.0,0.885,19.0,25.0,44.0,2.0,2.0,3.0,5.0,8.0,51.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,26,LAC,NBA,WC1,PHO,L (1-4),5.0,26.0,9.2,9.6,0.6,0.6,0.2,17.0,30.0,0.567,0.0,0.0,17.0,30.0,0.567,0.567,12.0,16.0,0.75,16.0,32.0,48.0,3.0,3.0,1.0,11.0,8.0,46.0,
2023-24,27,LAC,NBA,WC1,DAL,L (2-4),6.0,32.0,16.2,9.3,1.0,0.8,0.5,42.0,70.0,0.6,0.0,0.0,42.0,70.0,0.6,0.6,13.0,20.0,0.65,18.0,38.0,56.0,6.0,5.0,3.0,8.0,21.0,97.0,
2024-25,28,LAC,NBA,WC1,DEN,L (3-4),7.0,36.6,17.4,10.1,2.3,0.7,1.0,54.0,82.0,0.659,0.0,0.0,54.0,82.0,0.659,0.659,14.0,26.0,0.538,27.0,44.0,71.0,16.0,5.0,7.0,11.0,19.0,122.0,
6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),3-6,52.0,23.8,9.8,7.5,0.8,0.4,0.7,200.0,335.0,0.597,0.0,0.0,200.0,335.0,0.597,0.597,110.0,151.0,0.728,146.0,243.0,389.0,41.0,19.0,35.0,62.0,120.0,510.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (6 Series),WC1 (6 Series),WC1 (6 Series),WC1 (6 Series),WC1 (6 Series),WC1 (6 Series),2-4,35.0,24.7,10.8,7.9,0.9,0.5,0.6,157.0,255.0,0.616,0.0,0.0,157.0,255.0,0.616,0.616,63.0,92.0,0.685,99.0,176.0,275.0,31.0,16.0,20.0,40.0,76.0,377.0,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),1-1,13.0,19.3,6.3,5.4,0.6,0.1,0.9,29.0,56.0,0.518,0.0,0.0,29.0,56.0,0.518,0.518,24.0,33.0,0.727,28.0,42.0,70.0,8.0,1.0,12.0,17.0,36.0,82.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),0-1,4.0,31.3,12.8,11.0,0.5,0.5,0.8,14.0,24.0,0.583,0.0,0.0,14.0,24.0,0.583,0.583,23.0,26.0,0.885,19.0,25.0,44.0,2.0,2.0,3.0,5.0,8.0,51.0,
