0
2023-24 NBA 2.7 (19th)
2025-26 NBA 3.9 (4th)
Career 2.2 (30th)
Career NBA 2.2 (30th)
Career Playoffs 1.6 (95th)
Career NBA Playoffs 1.6 (95th)
