"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2016-17,20,OKC,NBA,PF,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.42,1.333,0.333,0.0,0.0,0.0,0.0,130.0,76.0,493.0,105.0,
2017-18,21,IND,NBA,C,7.0,0.0,166.0,0.581,0.636,0.143,0.589,0.778,0.622,0.29,0.113,126.0,125.0,39.0,113.0,101.0,112.0,115.0,34.0,
2018-19,22,IND,NBA,C,4.0,0.0,96.0,0.414,0.44,0.25,0.431,0.643,0.484,0.483,0.138,90.0,85.0,70.0,82.0,84.0,86.0,187.0,38.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,26,SAC,NBA,C,7.0,7.0,243.0,0.495,0.511,0.2,0.5,0.571,0.517,0.283,0.051,104.0,93.0,55.0,92.0,73.0,89.0,106.0,13.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,20.0,7.0,511.0,0.503,0.534,0.176,0.51,0.672,0.543,0.332,0.088,108.0,101.0,49.0,96.0,87.0,95.0,127.0,25.0,
,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,11.0,0.0,262.0,0.527,0.575,0.182,0.538,0.719,0.576,0.352,0.121,115.0,112.0,51.0,103.0,94.0,103.0,138.0,35.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,7.0,243.0,0.495,0.511,0.2,0.5,0.571,0.517,0.283,0.051,104.0,93.0,55.0,92.0,73.0,89.0,106.0,13.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.42,1.333,0.333,0.0,0.0,0.0,0.0,130.0,76.0,493.0,105.0,
