Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,30,LAC,NBA,SG,7,0,38,5.7,13.3,0.429,1.9,6.6,0.286,3.8,6.6,0.571,0.5,0.0,0.0,0.0,0.9,0.9,6.6,1.9,0.9,2.8,7.6,13.3,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,38,5.7,13.3,0.429,1.9,6.6,0.286,3.8,6.6,0.571,0.5,0.0,0.0,0.0,0.9,0.9,6.6,1.9,0.9,2.8,7.6,13.3,
