Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,22,WAS,NBA,PF,3.0,0.0,60.0,3.0,7.8,0.385,0.0,0.0,3.0,7.8,0.385,0.385,3.0,5.4,0.556,2.4,6.6,9.0,1.8,0.0,1.2,1.2,3.0,9.0,
2005-06,23,LAL,NBA,C,7.0,7.0,225.0,5.4,10.4,0.523,0.0,0.0,5.4,10.4,0.523,0.523,3.5,5.0,0.71,2.7,4.6,7.4,1.1,0.3,1.0,1.9,3.4,14.4,
2006-07,24,LAL,NBA,C,5.0,5.0,133.0,5.1,9.7,0.528,0.0,0.0,5.1,9.7,0.528,0.528,1.4,2.4,0.556,3.5,4.1,7.6,0.3,0.3,1.1,2.4,4.3,11.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,26,DET,NBA,C,3.0,0.0,48.0,2.3,6.0,0.375,0.0,0.0,2.3,6.0,0.375,0.375,2.3,3.0,0.75,4.5,6.8,11.3,0.0,0.0,2.3,2.3,9.0,6.8,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,18.0,12.0,466.0,4.7,9.4,0.5,0.0,0.0,4.7,9.4,0.5,0.5,2.7,4.1,0.66,3.1,4.9,8.0,0.8,0.2,1.2,2.0,4.2,12.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,12.0,12.0,358.0,5.3,10.2,0.525,0.0,0.0,5.3,10.2,0.525,0.525,2.7,4.0,0.675,3.0,4.4,7.4,0.8,0.3,1.0,2.1,3.7,13.4,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,3.0,0.0,48.0,2.3,6.0,0.375,0.0,0.0,2.3,6.0,0.375,0.375,2.3,3.0,0.75,4.5,6.8,11.3,0.0,0.0,2.3,2.3,9.0,6.8,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,3.0,0.0,60.0,3.0,7.8,0.385,0.0,0.0,3.0,7.8,0.385,0.385,3.0,5.4,0.556,2.4,6.6,9.0,1.8,0.0,1.2,1.2,3.0,9.0,
