Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,25,LAL,NBA,SF,2,0,13,4,9,0.444,0,2,0.0,4,7,0.571,0.444,0,0,2,3,5,1,0,0,0,2,8,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,13,4,9,0.444,0,2,0.0,4,7,0.571,0.444,0,0,2,3,5,1,0,0,0,2,8,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,533,164,369,0.444,0,82,0.0,164,287,0.571,0.444,0,0,82,123,205,41,0,0,0,82,328,0,
