0
2013-14 Sportsmanship Award (Joe Dumars Trophy)
2015-16 Sportsmanship Award (Joe Dumars Trophy)
2018-19 Twyman-Stokes Teammate of the Year
2018-19 Sportsmanship Award (Joe Dumars Trophy)
2022-23 Sportsmanship Award (Joe Dumars Trophy)
2023-24 Twyman-Stokes Teammate of the Year
