Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2006-07,22,NJN,NBA,SG,61,8,495,13.0,.577,.007,.267,8.4,9.9,9.2,4.5,1.8,0.6,12.7,16.3,0.5,0.5,1.0,.095,-1.3,-0.2,-1.5,0.1,
2007-08,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2008-09,24,TOR,NBA,SG,12,0,52,0.4,.352,.000,.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,-0.2,0.0,-0.2,-0.144,-7.5,-1.9,-9.4,-0.1,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,73,8,547,11.8,.556,.007,.284,7.8,10.3,9.1,4.4,1.7,0.7,13.5,16.4,0.3,0.5,0.8,.072,-1.9,-0.3,-2.3,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,9,614,11.8,.556,.007,.284,7.8,10.3,9.1,4.4,1.7,0.7,13.5,16.4,0.4,0.6,0.9,.072,-1.9,-0.3,-2.3,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,61,8,495,13.0,.577,.007,.267,8.4,9.9,9.2,4.5,1.8,0.6,12.7,16.3,0.5,0.5,1.0,.095,-1.3,-0.2,-1.5,0.1,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,12,0,52,0.4,.352,.000,.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,-0.2,0.0,-0.2,-0.144,-7.5,-1.9,-9.4,-0.1,
