Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,22,NJN,NBA,SG,6,0,1.5,0.2,0.3,0.5,0.0,0.0,0.2,0.3,0.5,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,1.5,0.2,0.3,0.5,0.0,0.0,0.2,0.3,0.5,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3,
