Season,Team,Lg,Salary
2018-19,Denver Nuggets,NBA,"$838,464"
2019-20,Minnesota Timberwolves,NBA,"$1,416,852"
2020-21,Minnesota Timberwolves,NBA,"$1,663,861"
2021-22,Minnesota Timberwolves,NBA,"$4,000,000"
2022-23,Los Angeles Lakers,NBA,"$4,374,000"
2023-24,Los Angeles Lakers,NBA,"$4,698,000"
2024-25,Los Angeles Lakers,NBA,"$10,714,286"
Career,(may be incomplete),,"$27,705,463"
