Highlight,Unnamed: 1,In Stathead
"Career high, Points",35.0,View full stats from top 20 games
"Career high, Rebounds",13.0,View full stats from top 20 games
"Career high, Assists",20.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",3.0,View full stats from top 20 games
"Career high, Game Score",30.1,View full stats from top 20 games
Triple-Doubles,1.0,View all
