Season,Team,Lg,Salary
2007-08,Milwaukee Bucks,NBA,"$427,163"
2008-09,Milwaukee Bucks,NBA,"$722,517"
2009-10,Minnesota Timberwolves,NBA,"$3,670,667"
2010-11,Cleveland Cavaliers,NBA,"$3,964,320"
2011-12,Cleveland Cavaliers,NBA,"$4,257,973"
2012-13,Charlotte Bobcats,NBA,"$5,000,000"
2013-14,Charlotte Bobcats,NBA,"$5,000,000"
2014-15,Washington Wizards,NBA,"$2,077,000"
2015-16,Washington Wizards,NBA,"$2,170,465"
2016-17,Charlotte Hornets,NBA,"$6,000,000"
2017-18,New York Knicks,NBA,"$1,471,382"
2017-18,Washington Wizards,NBA,"$390,706"
Career,(may be incomplete),,"$35,152,193"
