"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2020-21,21.0,PHI,NBA,26:11,7.0,13.0,0.0,2.0,7.0,13.0,3.0,4.0,7.0,5.0,12.0,3.0,2.0,3.0,4.0,4.0,17.0,17.3
2021-22,22.0,PHI,NBA,23:32,12.0,14.0,1.0,1.0,12.0,14.0,3.0,6.0,5.0,6.0,9.0,2.0,4.0,2.0,2.0,5.0,25.0,26.7
2022-23,23.0,PHI,NBA,31:13,8.0,15.0,1.0,2.0,7.0,13.0,5.0,6.0,8.0,10.0,14.0,3.0,6.0,5.0,5.0,6.0,19.0,22.1
2023-24,24.0,PHI,NBA,42:04,14.0,21.0,2.0,4.0,12.0,17.0,5.0,5.0,6.0,10.0,13.0,5.0,4.0,4.0,4.0,6.0,30.0,26.7
2024-25,25.0,DET,NBA,22:18,6.0,9.0,1.0,3.0,6.0,9.0,4.0,4.0,4.0,7.0,9.0,5.0,4.0,3.0,2.0,6.0,13.0,14.5
2025-26,26.0,DET,NBA,30:45,11.0,13.0,2.0,2.0,9.0,11.0,4.0,4.0,6.0,7.0,13.0,6.0,4.0,3.0,4.0,4.0,28.0,33.3
Career,,,,42:04,14.0,21.0,2.0,4.0,12.0,17.0,5.0,6.0,8.0,10.0,14.0,6.0,6.0,5.0,5.0,6.0,30.0,33.3
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,PHI,NBA,42:04,14.0,21.0,2.0,4.0,12.0,17.0,5.0,6.0,8.0,10.0,14.0,5.0,6.0,5.0,5.0,6.0,30.0,26.7
2 Seasons,,DET,NBA,30:45,11.0,13.0,2.0,3.0,9.0,11.0,4.0,4.0,6.0,7.0,13.0,6.0,4.0,3.0,4.0,6.0,28.0,33.3
