Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,21,PHI,NBA,SG,41.0,1.0,383.0,4.5,12.5,0.361,3.7,10.0,0.368,0.8,2.5,0.333,0.508,1.7,2.3,0.75,0.6,2.8,3.4,1.9,1.1,0.4,1.0,3.2,14.4,
2021-22,22,PHI,NBA,SG,55.0,1.0,609.0,3.7,10.5,0.35,2.7,8.0,0.333,1.0,2.5,0.405,0.477,1.7,1.8,0.935,0.4,3.0,3.3,2.1,0.8,0.2,1.1,2.8,11.7,
2022-23,23,OKC,NBA,SG,73.0,10.0,1395.0,5.8,13.1,0.441,4.2,10.2,0.409,1.6,2.9,0.553,0.599,2.1,2.6,0.82,0.7,3.8,4.5,2.3,1.2,0.2,1.0,2.7,17.8,
2023-24,24,OKC,NBA,SG,78.0,1.0,1445.0,5.5,12.1,0.458,3.7,8.8,0.416,1.9,3.3,0.568,0.609,1.1,1.3,0.865,0.8,3.7,4.5,2.5,1.1,0.5,1.2,2.2,15.8,
2024-25,25,OKC,NBA,SG,74.0,16.0,1604.0,5.8,13.2,0.44,4.3,10.5,0.412,1.5,2.7,0.549,0.604,1.0,1.3,0.821,0.9,3.5,4.4,2.7,1.1,0.2,0.9,2.5,17.0,
2025-26,26,OKC,NBA,SG,16.0,0.0,379.0,6.1,13.6,0.448,4.4,10.7,0.407,1.7,2.8,0.6,0.608,3.4,3.7,0.923,0.9,3.4,4.3,2.2,0.9,0.3,1.3,2.6,19.9,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,337.0,29.0,5815.0,5.4,12.6,0.432,3.9,9.7,0.402,1.5,2.9,0.533,0.587,1.6,1.9,0.848,0.7,3.5,4.3,2.4,1.1,0.3,1.0,2.6,16.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,241.0,27.0,4823.0,5.7,12.9,0.446,4.1,9.9,0.412,1.7,3.0,0.56,0.604,1.6,1.8,0.846,0.8,3.6,4.4,2.5,1.1,0.3,1.0,2.5,17.1,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,96.0,2.0,992.0,4.0,11.3,0.355,3.0,8.7,0.349,0.9,2.5,0.377,0.49,1.7,2.0,0.855,0.4,2.9,3.3,2.0,0.9,0.3,1.1,2.9,12.7,
