Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,21,PHI,NBA,SG,41.0,1.0,9.3,1.2,3.2,0.361,1.0,2.6,0.368,0.2,0.7,0.333,0.508,0.4,0.6,0.75,0.1,0.7,0.9,0.5,0.3,0.1,0.3,0.8,3.7,
2021-22,22,PHI,NBA,SG,55.0,1.0,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.3,0.8,0.405,0.477,0.5,0.6,0.935,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9,3.6,
2022-23,23,OKC,NBA,SG,73.0,10.0,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,
2023-24,24,OKC,NBA,SG,78.0,1.0,18.5,2.8,6.2,0.458,1.9,4.5,0.416,1.0,1.7,0.568,0.609,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,1.1,8.2,
2024-25,25,OKC,NBA,SG,74.0,16.0,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,
2025-26,26,OKC,NBA,SG,16.0,0.0,23.7,4.0,8.9,0.448,2.9,7.1,0.407,1.1,1.9,0.6,0.608,2.3,2.4,0.923,0.6,2.3,2.8,1.4,0.6,0.2,0.9,1.7,13.1,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,337.0,29.0,17.3,2.6,6.0,0.432,1.9,4.6,0.402,0.7,1.4,0.533,0.587,0.8,0.9,0.848,0.4,1.7,2.0,1.1,0.5,0.1,0.5,1.2,7.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,241.0,27.0,20.0,3.2,7.2,0.446,2.3,5.5,0.412,0.9,1.7,0.56,0.604,0.9,1.0,0.846,0.5,2.0,2.5,1.4,0.6,0.2,0.6,1.4,9.5,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,96.0,2.0,10.3,1.1,3.2,0.355,0.9,2.5,0.349,0.3,0.7,0.377,0.49,0.5,0.6,0.855,0.1,0.8,1.0,0.6,0.3,0.1,0.3,0.8,3.7,
