"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2021-22,21,MEM,NBA,PF,32,0,360,0.402,0.56,0.125,0.424,0.625,0.452,0.242,0.364,87,105,35,80,81,80,98,91,-28.4,-33.4,
2022-23,22,MEM,NBA,PF,77,20,1682,0.47,0.591,0.353,0.56,0.75,0.591,0.274,0.507,99,108,98,103,96,102,103,131,15.5,12.0,
2023-24,23,MEM,NBA,PF,61,35,1618,0.435,0.534,0.349,0.528,0.621,0.539,0.153,0.535,92,98,95,97,79,93,63,136,-20.9,-49.3,
2024-25,24,MEM,NBA,PF,65,16,1660,0.483,0.599,0.368,0.576,0.691,0.588,0.145,0.503,103,110,102,106,89,102,60,119,42.2,16.6,
2025-26,25,MEM,NBA,PF,21,2,548,0.472,0.565,0.333,0.539,0.673,0.558,0.212,0.403,101,103,93,99,85,96,75,97,-2.4,-12.4,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,256,73,5868,0.461,0.574,0.344,0.545,0.69,0.564,0.193,0.493,98,105,95,100,88,97,75,122,6.0,-66.5,
