Season,Team,Lg,Salary
2021-22,Memphis Grizzlies,NBA,"$1,994,520"
2022-23,Memphis Grizzlies,NBA,"$2,094,120"
2023-24,Memphis Grizzlies,NBA,"$2,194,200"
2024-25,Memphis Grizzlies,NBA,"$3,960,531"
Career,(may be incomplete),,"$10,243,371"
