Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,25,MEM,NBA,PF,2,0,28,8,9,0.889,1,1,1.0,7,8,0.875,0.944,0,0,2,4,6,0,2,1,3,3,17,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,28,8,9,0.889,1,1,1.0,7,8,0.875,0.944,0,0,2,4,6,0,2,1,3,3,17,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1148,328,369,0.889,41,41,1.0,287,328,0.875,0.944,0,0,82,164,246,0,82,41,123,123,697,0,
