"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2001-02,20,PHI,NBA,C,34,0,177,.440,2.8,1.000,.700,.220,.080,.000,.000,.440,.514,.364,.000,,,.682,,.320,13,,,0,0,
2002-03,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2003-04,22,PHI,NBA,C,82,53,2197,.541,4.1,.998,.591,.208,.188,.010,.002,.542,.634,.404,.394,.800,.000,.741,,.287,123,.000,,0,0,
2004-05,23,PHI,NBA,C,72,60,1785,.524,5.4,1.000,.514,.205,.212,.069,.000,.524,.731,.306,.327,.242,,.752,,.216,100,,,0,0,
2005-06,24,PHI,NBA,C,66,52,1761,.531,5.4,.997,.515,.228,.192,.062,.003,.533,.658,.357,.451,.391,.000,.724,,.230,81,.000,,0,0,
2006-07,25,PHI,NBA,C,82,82,2535,.541,6.4,.997,.468,.188,.242,.099,.003,.543,.643,.452,.465,.431,.000,.677,,.155,89,.000,,0,0,
2007-08,26,PHI,NBA,C,82,82,2724,.513,6.0,.998,.533,.138,.203,.126,.002,.514,.642,.330,.425,.313,.000,.664,,.230,136,1.000,.000,0,0,DPOY-13
2008-09,27,PHI,NBA,C,82,82,2036,.498,5.8,.995,.532,.157,.210,.097,.005,.500,.597,.368,.396,.405,.000,.671,,.212,87,.500,.000,0,0,
2009-10,28,PHI,NBA,C,82,80,2124,.545,5.0,1.000,.549,.207,.161,.084,.000,.545,.662,.417,.369,.432,,.663,,.220,108,,,0,0,
2010-11,29,SAC,NBA,C,80,46,1938,.473,7.5,.996,.362,.300,.199,.136,.004,.474,.590,.371,.478,.390,.000,.575,,.113,57,.000,,0,0,
2011-12,30,HOU,NBA,C,65,45,1446,.506,6.8,.997,.420,.273,.190,.114,.003,.508,.651,.444,.320,.444,.000,.600,,.170,59,.000,,1,0,
2012-13,31,MIL,NBA,C,47,23,765,.542,6.4,.996,.518,.154,.221,.103,.004,.540,.641,.410,.482,.346,1.000,.662,1.000,.170,41,.000,,0,0,
2013-14,32,DAL,NBA,C,80,68,1614,.568,4.2,.997,.687,.172,.080,.058,.003,.569,.641,.431,.267,.545,.000,.752,,.236,85,.000,,1,0,
2014-15,33,NYK,NBA,C,32,21,544,.438,6.8,1.000,.377,.262,.238,.123,.000,.438,.612,.294,.323,.438,,.667,,.154,19,,,0,0,
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,886,694,21646,.521,5.6,.998,.510,.205,.193,.089,.002,.522,.643,.387,.406,.393,.083,.679,1.000,.202,998,.167,.000,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,64,2003,.521,5.6,.998,.510,.205,.193,.089,.002,.522,.643,.387,.406,.393,.083,.679,1.000,.202,92,.167,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (8 Yrs),PHI (8 Yrs),PHI (8 Yrs),PHI (8 Yrs),,582,491,15339,.527,5.1,.998,.529,.187,.201,.080,.002,.528,.649,.381,.407,.376,.000,.695,,.220,737,.286,.000,0,0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,80,68,1614,.568,4.2,.997,.687,.172,.080,.058,.003,.569,.641,.431,.267,.545,.000,.752,,.236,85,.000,,1,0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,80,46,1938,.473,7.5,.996,.362,.300,.199,.136,.004,.474,.590,.371,.478,.390,.000,.575,,.113,57,.000,,0,0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,65,45,1446,.506,6.8,.997,.420,.273,.190,.114,.003,.508,.651,.444,.320,.444,.000,.600,,.170,59,.000,,1,0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,47,23,765,.542,6.4,.996,.518,.154,.221,.103,.004,.540,.641,.410,.482,.346,1.000,.662,1.000,.170,41,.000,,0,0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,32,21,544,.438,6.8,1.000,.377,.262,.238,.123,.000,.438,.612,.294,.323,.438,,.667,,.154,19,,,0,0,
