Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22.0,NYK,NBA,PF,,0,,,,,,,,,,,,,,,,,,
Career,,,NBA,,0.0,0,,,,,,,,,,,,,,,,,,
