"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2015-16,20,NYK,NBA,PF,72,72,2047,.421,.454,.333,.467,.838,.518,.271,.274,93,92,94,93,111,96,98,96,-63.4,-45.3,ROY-2
2016-17,21,NYK,NBA,PF,66,65,2164,.450,.493,.357,.507,.786,.546,.256,.319,98,98,100,99,102,99,95,101,-14.0,-14.6,
2017-18,22,NYK,NBA,PF,48,48,1553,.439,.454,.395,.489,.793,.539,.309,.256,95,89,109,94,103,97,123,76,-56.7,-35.4,AS
2018-19,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2019-20,24,DAL,NBA,C,57,57,1814,.427,.484,.352,.503,.799,.551,.304,.432,93,92,98,95,103,98,117,113,-47.7,-29.3,
2020-21,25,DAL,NBA,C,43,43,1327,.476,.536,.376,.547,.855,.582,.202,.378,102,101,103,102,110,102,82,96,12.2,14.5,
2021-22,26,2TM,NBA,PF,51,51,1481,.459,.532,.310,.510,.867,.577,.373,.329,100,100,88,96,112,102,150,82,-33.6,19.3,
2021-22,26,DAL,NBA,PF,34,34,1002,.451,.537,.283,.499,.865,.561,.335,.341,98,101,80,94,112,99,135,85,-33.2,-5.7,
2021-22,26,WAS,NBA,PF,17,17,479,.475,.522,.367,.531,.871,.606,.448,.305,103,98,104,100,112,107,180,76,-0.4,25.0,
2022-23,27,WAS,NBA,C,65,65,2120,.498,.559,.385,.565,.851,.627,.409,.350,105,102,107,104,109,108,153,90,40.9,108.8,
2023-24,28,BOS,NBA,C,57,57,1690,.516,.606,.375,.589,.858,.647,.402,.390,109,111,103,108,109,112,164,99,64.0,118.6,
2024-25,29,BOS,NBA,C,42,42,1210,.483,.537,.412,.572,.809,.618,.347,.436,103,99,114,105,104,107,143,103,33.6,55.6,
2025-26,30,ATL,NBA,C,9,9,232,.430,.507,.311,.491,.863,.572,.447,.395,92,93,87,91,109,98,156,94,-11.6,-2.8,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,510,509,15638,.461,.512,.365,.524,.830,.576,.321,.348,99,98,101,99,107,102,125,95,-76.3,189.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),,186,185,5764,.437,.467,.361,.488,.804,.535,.278,.284,96,93,101,95,105,97,105,91,-134.1,-95.3,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,134,134,4143,.448,.515,.345,.516,.831,.563,.278,.393,97,97,96,97,107,99,110,101,-68.7,-20.5,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,99,99,2900,.502,.577,.392,.582,.838,.635,.378,.410,107,106,108,107,107,110,155,101,97.6,174.2,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,82,82,2599,.493,.551,.382,.558,.855,.622,.417,.341,105,101,106,103,110,108,159,87,40.5,133.8,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,9,9,232,.430,.507,.311,.491,.863,.572,.447,.395,92,93,87,91,109,98,156,94,-11.6,-2.8,
