"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2010-11,23,IND,NBA,PF,5.0,0.0,79.0,0.333,0.348,0.0,0.333,0.818,0.433,0.458,0.042,73.0,71.0,0.0,67.0,107.0,80.0,153.0,19.0,
2011-12,24,LAL,NBA,PF,6.0,0.0,16.0,0.25,0.333,0.0,0.25,,0.25,0.0,0.25,56.0,70.0,0.0,51.0,,47.0,0.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,26,CHA,NBA,PF,4.0,4.0,154.0,0.455,0.438,0.471,0.576,0.8,0.615,0.303,0.515,100.0,90.0,131.0,115.0,106.0,114.0,107.0,199.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,28,MIA,NBA,PF,10.0,0.0,134.0,0.471,0.593,0.0,0.471,1.0,0.519,0.176,0.206,104.0,121.0,0.0,94.0,132.0,96.0,64.0,72.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,25.0,4.0,383.0,0.421,0.464,0.308,0.463,0.852,0.519,0.284,0.274,93.0,95.0,86.0,92.0,112.0,96.0,98.0,104.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,10.0,0.0,134.0,0.471,0.593,0.0,0.471,1.0,0.519,0.176,0.206,104.0,121.0,0.0,94.0,132.0,96.0,64.0,72.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,6.0,0.0,16.0,0.25,0.333,0.0,0.25,,0.25,0.0,0.25,56.0,70.0,0.0,51.0,,47.0,0.0,111.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,5.0,0.0,79.0,0.333,0.348,0.0,0.333,0.818,0.433,0.458,0.042,73.0,71.0,0.0,67.0,107.0,80.0,153.0,19.0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,4.0,154.0,0.455,0.438,0.471,0.576,0.8,0.615,0.303,0.515,100.0,90.0,131.0,115.0,106.0,114.0,107.0,199.0,
