Season,Team,Lg,Salary
2003-04,Philadelphia 76ers,NBA,"$366,931"
2004-05,Philadelphia 76ers,NBA,"$620,046"
2005-06,Philadelphia 76ers,NBA,"$3,630,363"
2006-07,Philadelphia 76ers,NBA,"$4,018,182"
2007-08,Utah Jazz,NBA,"$4,400,000"
2008-09,Utah Jazz,NBA,"$4,956,818"
2009-10,Utah Jazz,NBA,"$5,155,115"
2010-11,Chicago Bulls,NBA,"$5,000,000"
2011-12,Chicago Bulls,NBA,"$5,000,000"
2012-13,Atlanta Hawks,NBA,"$5,000,000"
2013-14,Atlanta Hawks,NBA,"$6,760,563"
2014-15,Atlanta Hawks,NBA,"$6,253,521"
2015-16,Atlanta Hawks,NBA,"$5,746,479"
2016-17,Cleveland Cavaliers,NBA,"$5,239,437"
2017-18,Cleveland Cavaliers,NBA,"$7,000,000"
2018-19,Utah Jazz,NBA,"$7,560,000"
2019-20,Phoenix Suns,NBA,"$3,440,000"
2019-20,Milwaukee Bucks,NBA,"$2,564,753"
Career,(may be incomplete),,"$82,712,208"
